type,t_ms,roll_deg,roll_ref_deg,gx_dps,gx_ref_dps,omega_ref,omega_l,omega_r,speed_fb_mps,speed_corr_deg
DATA,190024,-0.927,0.780,-9.978,5.975,1.343,0.476,0.694,-0.0058,-0.000
DATA,190044,-1.344,0.780,1.424,7.435,1.697,0.330,1.128,-0.0030,-0.000
DATA,190064,-0.573,0.780,21.180,4.737,1.543,1.270,1.179,-0.0022,-0.000
DATA,190084,-0.323,0.780,-10.649,3.860,1.626,0.776,0.877,0.0004,0.000
DATA,190104,-0.918,0.780,10.632,5.943,1.945,1.855,1.688,0.0052,0.000
DATA,190124,-0.447,0.780,6.119,4.296,1.858,1.729,1.497,0.0068,0.000
DATA,190144,-0.355,0.956,5.388,4.588,1.868,1.584,1.367,0.0097,0.176
DATA,190164,-0.843,0.956,2.583,6.296,2.078,1.965,1.681,0.0135,0.176
DATA,190184,-1.149,0.956,13.010,7.367,2.266,1.807,2.141,0.0169,0.176
DATA,190204,-1.030,0.956,13.254,6.951,2.223,2.215,1.957,0.0184,0.176
DATA,190224,-0.751,0.956,20.327,5.975,2.129,1.902,2.031,0.0193,0.176
DATA,190244,-0.485,0.956,27.217,5.042,1.973,1.890,2.131,0.0200,0.176
DATA,190264,-0.387,0.956,11.241,4.698,1.852,2.156,1.726,0.0210,0.176
DATA,190284,-0.193,0.956,15.571,4.022,1.703,1.640,1.569,0.0215,0.176
DATA,190304,0.075,0.956,30.449,3.081,1.428,1.517,1.886,0.0210,0.176
DATA,190324,0.248,0.956,14.229,2.478,1.183,1.561,1.280,0.0207,0.176
DATA,190344,0.342,0.956,14.534,2.148,0.965,1.021,1.220,0.0201,0.176
DATA,190364,0.242,0.956,1.607,2.497,0.860,0.634,0.878,0.0198,0.176
DATA,190384,0.388,0.956,41.180,1.987,0.551,1.135,0.507,0.0176,0.176
DATA,190404,1.269,0.956,20.997,-1.098,-0.053,0.528,0.831,0.0140,0.176
DATA,190424,1.270,0.956,14.656,-1.101,-0.370,0.301,0.380,0.0124,0.176
DATA,190444,1.537,0.956,21.668,-2.034,-0.798,0.210,0.246,0.0097,0.176
DATA,190464,1.925,0.780,12.888,-4.008,-1.261,0.000,0.000,0.0070,0.000
DATA,190484,2.147,0.780,13.315,-4.783,-1.675,-0.815,-1.056,0.0033,0.000
DATA,190504,2.756,0.780,13.985,-6.917,-2.237,-0.820,-1.168,-0.0013,-0.000
DATA,190524,2.901,0.780,-5.771,-7.423,-2.603,-2.023,-1.834,-0.0050,-0.000
DATA,190544,2.981,0.604,-16.868,-8.319,-2.914,-2.257,-1.918,-0.0086,-0.176
DATA,190564,2.559,0.604,-33.393,-6.841,-2.980,-2.534,-2.522,-0.0107,-0.176
DATA,190584,2.084,0.604,-35.832,-5.178,-2.895,-2.606,-2.430,-0.0123,-0.176
DATA,190604,1.563,0.604,-27.356,-3.355,-2.749,-2.505,-2.596,-0.0141,-0.176
DATA,190624,1.135,0.604,-31.137,-1.859,-2.552,-2.545,-2.595,-0.0157,-0.176
DATA,190644,0.855,0.604,-31.137,-0.878,-2.260,-2.397,-2.396,-0.0165,-0.176
DATA,190664,0.615,0.604,-25.039,-0.039,-1.910,-2.183,-2.227,-0.0167,-0.176
DATA,190684,0.628,0.604,-16.503,-0.084,-1.683,-1.557,-1.655,-0.0170,-0.176
DATA,190704,0.710,0.604,-23.088,-0.372,-1.538,-1.481,-1.740,-0.0179,-0.176
DATA,190724,0.327,0.604,-31.564,0.970,-1.152,-1.885,-1.294,-0.0160,-0.176
DATA,190744,-0.518,0.604,-33.454,3.929,-0.635,-0.935,-1.008,-0.0136,-0.176
DATA,190764,-0.851,0.604,-13.881,5.094,-0.201,-0.400,-0.413,-0.0114,-0.176
DATA,190784,-0.784,0.604,-8.698,4.860,0.046,-0.255,-0.260,-0.0104,-0.176
DATA,190804,-0.850,0.604,-14.734,5.091,0.358,-0.187,-0.190,-0.0086,-0.176
DATA,190824,-1.074,0.780,-21.625,6.490,0.796,-0.148,-0.149,-0.0060,-0.000
DATA,190844,-1.445,0.780,-18.088,7.787,1.319,0.000,0.000,-0.0032,-0.000
DATA,190864,-1.490,0.780,-3.027,7.946,1.713,1.148,1.153,0.0003,0.000
DATA,190884,-1.572,0.780,-28.698,8.232,2.209,0.745,0.755,0.0050,0.000
DATA,190904,-2.350,0.956,16.912,11.569,2.793,2.377,2.395,0.0097,0.176
DATA,190924,-1.906,0.956,22.644,10.016,2.806,2.491,2.257,0.0116,0.176
DATA,190944,-1.957,0.956,7.034,10.195,2.960,2.524,2.318,0.0146,0.176
DATA,190964,-2.258,0.956,4.351,11.248,3.259,2.705,2.792,0.0191,0.176
DATA,190984,-1.888,0.956,27.644,9.952,3.231,3.241,2.831,0.0207,0.176
DATA,191004,-1.457,0.956,34.168,8.445,3.115,2.805,3.025,0.0224,0.176
DATA,191024,-1.095,1.132,22.400,7.792,2.964,2.985,2.825,0.0240,0.352
DATA,191044,-0.789,1.132,33.376,6.724,2.728,2.769,2.866,0.0249,0.352
DATA,191064,-0.449,1.132,30.571,5.533,2.433,2.467,2.564,0.0254,0.352
DATA,191084,-0.219,1.132,37.522,4.726,2.091,2.212,2.219,0.0250,0.352
DATA,191104,0.039,1.132,29.534,3.823,1.718,1.914,1.775,0.0240,0.352
DATA,191124,0.403,0.956,26.241,1.934,1.285,1.737,1.556,0.0223,0.176
DATA,191144,0.899,0.956,35.083,0.200,0.748,1.057,1.388,0.0196,0.176
DATA,191164,1.066,0.956,10.144,-0.387,0.391,0.526,0.622,0.0179,0.176
DATA,191184,1.163,0.956,15.571,-0.725,0.081,0.523,0.424,0.0160,0.176
DATA,191204,1.363,0.956,24.046,-1.427,-0.345,0.000,0.424,0.0130,0.176
DATA,191224,1.802,0.956,33.254,-2.960,-0.950,0.000,0.283,0.0087,0.176
DATA,191244,2.465,0.780,39.778,-5.898,-1.760,-0.304,0.000,0.0033,0.000
DATA,191264,3.218,0.780,17.522,-8.532,-2.615,-1.501,-1.733,-0.0037,-0.000
DATA,191284,3.844,0.604,13.315,-11.339,-3.399,-2.136,-2.020,-0.0101,-0.176
DATA,191304,3.927,0.604,-11.381,-11.630,-3.885,-3.051,-2.884,-0.0148,-0.176
DATA,191324,3.964,0.604,-20.283,-11.758,-4.187,-3.345,-3.437,-0.0187,-0.176
DATA,191344,3.594,0.604,-33.454,-10.464,-4.286,-3.728,-3.522,-0.0218,-0.176
DATA,191364,3.034,0.428,-36.320,-9.120,-4.273,-3.781,-3.838,-0.0247,-0.352
DATA,191384,2.351,0.428,-34.917,-6.728,-4.112,-3.737,-3.621,-0.0270,-0.352
DATA,191404,1.984,0.428,-41.442,-5.443,-3.889,-3.798,-3.757,-0.0291,-0.352
DATA,191424,1.519,0.428,-40.405,-3.818,-3.566,-3.478,-3.443,-0.0305,-0.352
DATA,191444,1.073,0.428,-44.856,-2.256,-3.178,-3.437,-3.159,-0.0313,-0.352
DATA,191464,0.406,0.428,-41.503,0.078,-2.687,-3.074,-2.882,-0.0311,-0.352
DATA,191484,-0.379,0.428,-46.259,2.828,-2.059,-2.647,-2.549,-0.0297,-0.352
DATA,191504,-1.104,0.428,-29.490,5.364,-1.361,-2.068,-1.801,-0.0278,-0.352
DATA,191524,-1.486,0.428,-4.185,6.700,-0.909,-0.998,-1.351,-0.0275,-0.352
DATA,191544,-0.685,0.428,21.180,3.896,-1.003,-1.241,-1.034,-0.0304,-0.352
DATA,191564,-0.328,0.428,-7.234,2.648,-0.988,-0.933,-1.143,-0.0317,-0.352
DATA,191584,-0.429,0.428,-12.112,3.000,-0.769,-0.833,-0.647,-0.0301,-0.352
DATA,191604,-0.462,0.428,-19.003,3.115,-0.557,-1.277,-0.468,-0.0286,-0.352
DATA,191624,-1.019,0.428,-23.942,5.065,-0.111,-0.454,-1.284,-0.0261,-0.352
DATA,191644,-1.257,0.428,-17.478,5.901,0.369,-0.275,-0.451,-0.0228,-0.352
DATA,191664,-1.442,0.604,-10.832,7.162,0.866,-0.197,-0.274,-0.0194,-0.176
DATA,191684,-1.595,0.604,4.656,7.698,1.222,0.000,0.000,-0.0174,-0.176
DATA,191704,-1.186,0.604,2.949,6.265,1.347,1.314,0.907,-0.0145,-0.176
DATA,191724,-1.712,0.604,-33.210,8.106,1.950,0.603,0.395,-0.0083,-0.176
DATA,191744,-2.416,0.780,-2.417,11.186,2.537,1.996,0.287,-0.0040,-0.000
DATA,191764,-2.146,0.780,28.802,10.242,2.602,1.874,2.353,-0.0015,-0.000
DATA,191784,-2.048,0.780,25.632,9.899,2.717,2.062,2.328,0.0015,0.000
DATA,191804,-1.657,0.780,28.436,8.531,2.656,2.392,2.371,0.0036,0.000
DATA,191824,-1.178,0.780,22.888,6.853,2.568,2.373,2.375,0.0059,0.000
DATA,191844,-0.535,0.956,16.912,5.218,2.421,1.982,2.642,0.0083,0.176
DATA,191864,0.037,0.956,17.278,3.216,2.290,2.266,2.424,0.0114,0.176
DATA,191884,0.187,0.956,1.424,2.690,2.232,2.123,2.218,0.0154,0.176
DATA,191904,0.011,0.956,0.022,3.307,2.257,2.054,2.192,0.0194,0.176
DATA,191924,-0.266,1.132,1.302,4.892,2.314,2.377,2.014,0.0230,0.352
DATA,191944,-0.335,1.132,4.107,5.132,2.299,2.365,2.148,0.0257,0.352
DATA,191964,-0.464,1.132,10.571,5.584,2.343,2.256,2.218,0.0283,0.352
DATA,191984,-0.330,1.132,14.839,5.114,2.296,1.999,2.280,0.0302,0.352
DATA,192004,-0.460,1.132,12.644,5.570,2.296,2.361,2.280,0.0324,0.352
DATA,192024,-0.393,1.132,16.485,5.337,2.216,2.188,2.316,0.0336,0.352
DATA,192044,-0.313,1.132,13.071,5.057,2.073,2.107,2.207,0.0342,0.352
DATA,192064,-0.294,1.132,22.095,4.989,1.907,2.203,1.839,0.0341,0.352
DATA,192084,-0.149,1.132,23.254,4.482,1.636,1.823,1.853,0.0329,0.352
DATA,192104,0.002,1.132,26.058,3.953,1.383,1.347,1.612,0.0313,0.352
DATA,192124,0.318,1.132,35.815,2.847,1.001,1.360,1.330,0.0288,0.352
DATA,192144,0.820,1.132,29.900,1.091,0.532,0.738,1.270,0.0255,0.352
DATA,192164,0.962,1.132,12.583,0.592,0.240,0.359,0.784,0.0232,0.352
DATA,192184,1.108,0.956,19.290,-0.532,-0.085,0.277,0.439,0.0206,0.176
DATA,192204,1.445,0.956,27.705,-1.713,-0.565,0.000,0.270,0.0165,0.176
DATA,192224,2.023,0.956,35.266,-3.735,-1.240,0.000,0.000,0.0113,0.176
DATA,192244,2.687,0.780,37.888,-6.673,-2.093,-1.454,-0.936,0.0044,0.000
DATA,192264,3.196,0.780,24.778,-8.454,-2.855,-1.305,-1.420,-0.0022,-0.000
DATA,192284,3.575,0.604,-6.137,-10.399,-3.473,-2.327,-2.159,-0.0080,-0.176
DATA,192304,3.730,0.604,-18.393,-10.942,-3.891,-2.603,-2.811,-0.0126,-0.176
DATA,192324,3.637,0.604,-32.417,-10.615,-4.125,-3.329,-3.522,-0.0167,-0.176
DATA,192344,3.205,0.604,-34.734,-9.104,-4.193,-3.576,-3.585,-0.0201,-0.176
DATA,192364,2.621,0.428,-39.856,-7.674,-4.118,-3.628,-3.657,-0.0229,-0.352
DATA,192384,2.146,0.428,-35.100,-6.011,-3.974,-3.816,-3.854,-0.0259,-0.352
DATA,192404,1.800,0.428,-38.881,-4.802,-3.724,-3.540,-3.570,-0.0279,-0.352
DATA,192424,1.554,0.428,-37.966,-3.939,-3.438,-3.508,-3.540,-0.0295,-0.352
DATA,192444,1.005,0.428,-42.783,-2.018,-3.017,-3.260,-3.037,-0.0298,-0.352
DATA,192464,0.326,0.428,-41.320,0.360,-2.549,-2.791,-2.614,-0.0296,-0.352
DATA,192484,-0.665,0.428,-48.088,3.826,-1.879,-2.466,-2.584,-0.0281,-0.352
DATA,192504,-1.479,0.428,-23.942,6.677,-1.161,-1.975,-1.782,-0.0262,-0.352
DATA,192524,-1.174,0.428,24.656,5.610,-1.009,-0.873,-1.173,-0.0283,-0.352
DATA,192544,-0.326,0.428,17.827,2.641,-1.190,-1.537,-1.369,-0.0314,-0.352
