type,t_ms,roll_deg,roll_ref_deg,gx_dps,gx_ref_dps,omega_ref,omega_l,omega_r,speed_fb_mps,speed_corr_deg,sequence
DATA,24304,0.437346,0.300000,-9.468178,-0.480710,-2.049653,-1.915940,-1.926225,-0.021336,0.000000,320
DATA,24374,0.529816,0.300000,-10.931594,-0.804354,-1.795655,-1.784497,-1.978233,-0.027779,0.000000,321
DATA,24444,0.274246,0.300000,-12.638912,0.090139,-1.339355,-1.497327,-1.460297,-0.028937,0.000000,322
DATA,24514,-0.212523,0.300000,-22.151115,1.793831,-0.853746,-1.190373,-1.547327,-0.027600,0.000000,323
DATA,24584,-0.241108,0.300000,-32.334053,1.893878,-0.438212,-0.888566,-1.463198,-0.024733,0.000000,324
DATA,24654,-1.086359,0.300000,-10.626716,4.852257,0.918826,0.000000,0.000000,-0.015926,0.000000,325
DATA,24724,-1.085027,0.300000,-13.248670,4.847597,1.687640,0.533349,0.917882,-0.005996,0.000000,326
DATA,24794,-0.628617,0.300000,2.056221,3.250161,1.585446,0.912435,1.707629,0.000759,0.000000,327
DATA,24864,-0.145941,0.300000,-14.041352,1.560793,1.539735,1.205550,1.309566,0.009206,0.000000,328
DATA,24934,-0.529743,0.300000,8.519641,2.904101,1.848117,1.528065,1.676734,0.019827,0.000000,329
DATA,25004,-0.074598,0.300000,0.592805,1.311093,1.385093,1.781543,1.220161,0.023261,0.000000,330
DATA,25074,-0.217204,0.300000,18.763550,1.810215,1.575908,1.248129,1.559570,0.028391,0.000000,331
DATA,25144,-0.034592,0.300000,19.434282,1.171074,1.364431,1.378043,1.439122,0.030318,0.000000,332
DATA,25214,0.040822,0.300000,18.031841,0.907125,0.950978,1.357589,0.636150,0.028548,0.000000,333
DATA,25284,0.809144,0.300000,9.739154,-1.782005,-0.349078,0.200109,0.239948,0.019596,0.000000,334
DATA,25354,1.016690,0.300000,5.531834,-2.508415,-1.435066,-0.592114,-1.128277,0.008697,0.000000,335
DATA,25424,1.323909,0.300000,16.507450,-3.583680,-2.245223,-1.861155,-1.236986,-0.004927,0.000000,336
DATA,25494,1.536307,0.300000,-12.212083,-4.327074,-2.389503,-2.207259,-1.931809,-0.014845,0.000000,337
DATA,25564,0.603168,0.300000,-7.943787,-1.061086,-1.936734,-1.980193,-2.121271,-0.020873,0.000000,338
DATA,25634,0.588909,0.300000,-12.638912,-1.011180,-1.646959,-1.743804,-1.524569,-0.025529,0.000000,339
DATA,25704,0.028795,0.300000,-11.358423,0.949217,-1.071649,-1.545789,-0.998860,-0.025860,0.000000,340
DATA,25774,-0.126775,0.300000,-15.321841,1.493714,-0.490865,-0.872228,-0.997009,-0.023167,0.000000,341
